age,education.num,capital.gain,capital.loss,hours.per.week,workclass,marital.status,occupation,race,sex,native.country,income
42,9,0,0,40,Federal-gov,Married-civ-spouse,Transport-moving,White,Male,?,<=50K
66,13,0,0,5,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
42,13,0,0,27,Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,Taiwan,>50K
23,10,0,0,25,Private,Never-married,Other-service,White,Male,United-States,<=50K
43,7,0,0,60,Self-emp-not-inc,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
41,9,0,0,40,Private,Married-civ-spouse,Tech-support,White,Male,Peru,<=50K
40,12,0,0,42,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
45,10,7298,0,50,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29,9,0,0,40,Private,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
27,13,0,0,30,Private,Never-married,Other-service,White,Male,?,<=50K
44,9,0,0,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
47,13,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
17,5,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
33,9,5013,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
19,10,0,0,3,Private,Never-married,Other-service,White,Male,United-States,<=50K
59,9,0,0,38,Private,Married-civ-spouse,Prof-specialty,Black,Female,Jamaica,<=50K
38,5,0,0,40,Self-emp-not-inc,Divorced,Craft-repair,White,Male,United-States,<=50K
36,9,0,0,37,Private,Never-married,Other-service,White,Male,United-States,<=50K
46,10,0,0,40,Local-gov,Divorced,Transport-moving,White,Female,United-States,<=50K
37,13,7688,0,50,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
23,11,0,0,50,Self-emp-inc,Never-married,Craft-repair,White,Male,United-States,<=50K
25,9,0,0,70,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
52,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
18,10,0,0,4,?,Never-married,?,White,Female,United-States,<=50K
42,4,0,0,30,Private,Married-civ-spouse,Handlers-cleaners,White,Male,Mexico,<=50K
29,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
55,10,0,0,6,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
43,9,0,0,40,Local-gov,Married-spouse-absent,Farming-fishing,Black,Male,United-States,<=50K
77,10,0,1944,1,Self-emp-not-inc,Widowed,Adm-clerical,White,Female,United-States,<=50K
34,10,0,0,55,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
46,1,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Female,Mexico,<=50K
20,10,0,0,45,?,Never-married,?,White,Female,United-States,<=50K
34,10,0,0,40,Private,Never-married,Exec-managerial,White,Female,United-States,<=50K
34,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
19,9,0,0,28,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
68,7,0,0,70,Private,Divorced,Transport-moving,White,Male,United-States,<=50K
40,14,0,0,35,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
46,9,0,0,70,Self-emp-inc,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
26,9,0,0,40,Private,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K
18,7,0,0,20,Private,Never-married,Other-service,White,Male,United-States,<=50K
47,9,0,1504,35,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
31,10,0,0,40,Private,Never-married,Adm-clerical,White,Male,Germany,<=50K
26,9,0,0,40,Private,Separated,Exec-managerial,White,Female,United-States,<=50K
61,9,2414,0,5,Private,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
47,15,99999,0,48,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
36,13,0,0,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
27,4,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
42,10,0,0,40,Private,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
75,2,0,0,16,Private,Married-civ-spouse,Other-service,Black,Female,United-States,<=50K
67,13,0,0,40,Self-emp-not-inc,Divorced,Prof-specialty,White,Male,United-States,<=50K
55,16,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
46,10,0,0,20,Private,Married-civ-spouse,Farming-fishing,White,Female,United-States,<=50K
59,10,0,0,42,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
40,10,0,0,50,Self-emp-inc,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,China,<=50K
21,9,0,0,60,Private,Married-spouse-absent,Exec-managerial,White,Female,United-States,<=50K
44,10,0,0,25,Private,Widowed,Sales,White,Female,United-States,<=50K
19,10,0,0,15,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
17,6,0,0,12,Private,Never-married,Other-service,Black,Female,United-States,<=50K
21,9,0,0,33,Private,Never-married,Sales,White,Female,United-States,<=50K
35,12,0,0,52,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
55,10,0,0,40,Private,Divorced,Adm-clerical,Asian-Pac-Islander,Female,United-States,<=50K
30,10,0,0,44,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
36,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Black,Male,United-States,<=50K
28,10,0,0,70,Private,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
34,13,7298,0,54,Federal-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
50,10,4064,0,55,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
41,10,0,0,50,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
49,14,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
52,10,0,0,40,Private,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
42,9,0,0,40,Private,Never-married,Other-service,Black,Male,United-States,<=50K
17,7,0,0,20,Private,Never-married,Other-service,Black,Male,United-States,<=50K
60,11,0,0,30,Private,Widowed,Craft-repair,White,Female,United-States,<=50K
31,14,0,0,90,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
53,10,0,0,50,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
21,10,0,0,25,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
41,9,0,0,45,Private,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,United-States,<=50K
26,10,0,0,50,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
50,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
46,10,0,0,40,Private,Divorced,Craft-repair,White,Male,United-States,>50K
44,13,7688,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
20,10,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
33,14,0,0,50,State-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
22,4,0,0,40,Private,Never-married,Other-service,White,Female,Mexico,<=50K
29,10,0,0,20,State-gov,Divorced,Adm-clerical,White,Male,United-States,<=50K
22,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
18,10,0,0,15,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
44,2,0,0,40,Private,Never-married,Machine-op-inspct,White,Female,El-Salvador,<=50K
56,9,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
61,13,0,0,40,Private,Divorced,Adm-clerical,White,Male,United-States,>50K
43,9,0,0,40,?,Married-civ-spouse,?,White,Male,United-States,<=50K
55,9,0,0,45,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
35,14,0,1977,45,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
28,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
50,14,0,0,40,Private,Divorced,Sales,White,Female,United-States,>50K
42,13,0,0,45,Self-emp-not-inc,Married-spouse-absent,Exec-managerial,White,Male,Poland,<=50K
20,9,0,0,40,Federal-gov,Never-married,Adm-clerical,White,Female,United-States,<=50K
60,6,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
22,9,0,0,50,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
26,13,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
52,10,0,0,40,Federal-gov,Divorced,Exec-managerial,White,Female,United-States,<=50K
49,10,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
54,6,0,0,10,Self-emp-not-inc,Divorced,Other-service,Black,Female,United-States,<=50K
47,9,0,0,40,Federal-gov,Never-married,Machine-op-inspct,Black,Male,United-States,<=50K
44,14,0,0,48,Private,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,India,<=50K
32,13,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
34,9,0,0,40,Local-gov,Never-married,Protective-serv,White,Male,United-States,<=50K
59,10,0,0,40,Federal-gov,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
61,9,0,0,40,State-gov,Widowed,Adm-clerical,Amer-Indian-Eskimo,Female,United-States,<=50K
23,9,0,0,12,Private,Never-married,Other-service,Black,Male,United-States,<=50K
53,10,0,1887,45,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
36,9,0,0,30,Private,Never-married,Craft-repair,Black,Male,United-States,<=50K
28,9,0,1876,40,Local-gov,Never-married,Protective-serv,Black,Male,United-States,<=50K
35,13,0,0,45,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
46,9,3464,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
23,10,0,0,28,Private,Never-married,Other-service,White,Female,United-States,<=50K
26,13,0,0,35,Local-gov,Never-married,Prof-specialty,Black,Female,United-States,<=50K
41,14,0,0,45,Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,China,>50K
29,6,0,0,48,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
37,9,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
58,14,0,1980,45,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
33,12,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
36,10,0,0,35,Self-emp-not-inc,Divorced,Sales,White,Female,United-States,<=50K
41,13,7298,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
20,12,0,0,40,Private,Never-married,Other-service,White,Female,United-States,<=50K
26,13,0,0,24,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
24,9,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
50,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
37,10,0,0,84,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
44,13,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45,13,0,0,40,State-gov,Separated,Prof-specialty,White,Female,United-States,<=50K
66,14,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
25,7,0,0,32,Private,Never-married,Other-service,Black,Female,United-States,<=50K
39,9,14344,0,40,Private,Separated,Exec-managerial,White,Male,United-States,>50K
33,13,0,2001,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29,9,0,0,40,Private,Never-married,Other-service,White,Male,United-States,<=50K
24,9,0,0,48,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
56,11,15024,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
39,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
23,9,0,0,40,Self-emp-not-inc,Never-married,Craft-repair,White,Male,United-States,<=50K
34,7,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Female,United-States,<=50K
50,9,0,0,60,Private,Divorced,Sales,White,Male,United-States,<=50K
29,14,0,0,40,Private,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Japan,<=50K
50,10,0,0,45,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
22,10,0,0,20,Private,Never-married,Other-service,White,Female,United-States,<=50K
37,9,0,0,44,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K
18,9,0,0,40,Private,Never-married,Sales,White,Female,United-States,<=50K
47,9,0,0,50,Private,Divorced,Sales,White,Male,United-States,<=50K
38,10,0,0,35,Private,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
32,10,0,0,40,Private,Never-married,Exec-managerial,Black,Male,Jamaica,<=50K
19,10,0,0,40,Private,Never-married,Adm-clerical,Asian-Pac-Islander,Male,Vietnam,<=50K
46,10,0,0,58,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29,10,0,0,40,Federal-gov,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
23,10,0,0,40,Private,Never-married,Other-service,White,Female,Dominican-Republic,<=50K
25,14,0,0,60,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
49,14,0,0,40,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
44,8,0,0,55,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
54,9,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
65,6,0,0,28,Private,Divorced,Handlers-cleaners,White,Female,United-States,<=50K
20,10,0,0,40,Private,Separated,Sales,Black,Female,United-States,<=50K
51,10,0,0,40,Private,Widowed,Adm-clerical,White,Female,United-States,<=50K
38,12,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45,13,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
54,10,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
36,10,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,Canada,>50K
33,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
46,15,15024,0,55,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
19,6,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
35,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
37,5,0,0,50,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
29,10,0,0,40,State-gov,Never-married,Other-service,White,Female,United-States,<=50K
48,9,0,0,16,Private,Married-civ-spouse,Handlers-cleaners,White,Female,United-States,>50K
32,8,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
40,10,0,0,50,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
33,12,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
30,11,0,0,40,Local-gov,Divorced,Protective-serv,Amer-Indian-Eskimo,Female,United-States,<=50K
55,14,0,0,50,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
24,9,0,0,30,Private,Never-married,Other-service,White,Female,United-States,<=50K
62,11,3411,0,40,?,Married-civ-spouse,?,White,Male,United-States,<=50K
30,7,0,0,40,?,Never-married,?,White,Male,United-States,<=50K
41,10,0,0,36,Private,Divorced,Other-service,White,Female,United-States,>50K
41,13,0,0,40,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
25,5,0,0,45,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
55,9,0,0,44,Private,Widowed,Machine-op-inspct,Black,Female,United-States,<=50K
21,10,0,0,20,Local-gov,Never-married,Prof-specialty,White,Male,United-States,<=50K
29,12,0,0,50,Private,Never-married,Priv-house-serv,White,Female,United-States,<=50K
50,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
39,9,0,1977,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
50,4,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,Ecuador,<=50K
27,9,0,0,40,Private,Never-married,Other-service,White,Female,United-States,<=50K
51,16,7298,0,40,State-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
27,10,0,0,16,Local-gov,Never-married,Prof-specialty,White,Male,United-States,<=50K
28,10,0,0,30,?,Divorced,?,White,Female,United-States,<=50K
38,11,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
27,10,0,0,15,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
21,9,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
54,9,0,0,15,Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
41,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
49,9,0,0,40,Local-gov,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,>50K
42,9,0,0,40,Private,Separated,Craft-repair,Black,Female,United-States,<=50K
48,9,0,0,38,Private,Divorced,Prof-specialty,White,Female,United-States,<=50K
47,10,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
24,13,0,0,40,Self-emp-inc,Never-married,Sales,White,Male,United-States,<=50K
69,10,0,0,32,?,Married-civ-spouse,?,White,Male,United-States,<=50K
37,9,0,0,40,Self-emp-not-inc,Divorced,Craft-repair,White,Male,United-States,<=50K
39,9,0,0,40,Private,Divorced,Adm-clerical,White,Male,United-States,<=50K
40,12,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
80,9,0,0,20,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
19,10,0,0,16,Local-gov,Never-married,Sales,White,Female,United-States,<=50K
17,7,0,0,12,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
27,13,0,0,45,Private,Never-married,Sales,White,Male,United-States,<=50K
40,4,0,0,25,Private,Separated,Other-service,White,Female,United-States,<=50K
71,10,0,0,10,?,Married-civ-spouse,?,White,Male,United-States,<=50K
47,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
53,14,15024,0,40,Local-gov,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
35,9,0,0,42,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
43,11,13550,0,40,Federal-gov,Never-married,Prof-specialty,White,Female,United-States,>50K
21,10,0,0,25,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
27,12,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
34,13,0,0,50,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
37,7,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
37,10,0,0,52,Private,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
26,13,0,0,25,Private,Never-married,Other-service,White,Female,United-States,<=50K
36,11,0,0,40,State-gov,Married-spouse-absent,Protective-serv,White,Female,Germany,<=50K
21,10,0,0,20,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
54,5,0,0,15,?,Divorced,?,White,Female,United-States,<=50K
42,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,United-States,>50K
23,11,0,0,15,Private,Never-married,Other-service,White,Female,United-States,<=50K
26,9,0,0,40,Private,Never-married,Transport-moving,Black,Male,United-States,<=50K
25,13,0,0,60,?,Married-civ-spouse,?,White,Male,United-States,<=50K
43,15,99999,0,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
30,10,0,0,36,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
59,2,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,<=50K
25,7,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
21,10,0,0,40,Private,Never-married,Other-service,White,Female,United-States,<=50K
69,16,0,0,50,State-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
41,15,0,0,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
38,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
33,13,3103,0,47,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
32,10,0,0,16,Private,Divorced,Handlers-cleaners,White,Male,United-States,<=50K
67,4,0,0,40,?,Married-civ-spouse,?,White,Male,United-States,<=50K
18,10,0,0,15,Private,Never-married,Other-service,White,Female,United-States,<=50K
36,9,0,0,48,Private,Never-married,Machine-op-inspct,Black,Female,United-States,<=50K
37,9,0,0,35,Self-emp-not-inc,Never-married,Craft-repair,White,Male,United-States,<=50K
52,9,0,0,20,Private,Married-spouse-absent,Farming-fishing,White,Male,Mexico,<=50K
30,11,15024,0,65,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
42,13,4650,0,35,Local-gov,Never-married,Exec-managerial,White,Male,United-States,<=50K
25,12,0,1594,25,Private,Divorced,Tech-support,White,Female,United-States,<=50K
27,13,0,0,40,Private,Married-civ-spouse,Tech-support,White,Female,United-States,>50K
25,7,0,0,40,Private,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
27,11,0,0,60,Private,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
54,9,0,0,35,Federal-gov,Widowed,Adm-clerical,White,Female,United-States,<=50K
46,10,0,1887,45,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
48,10,0,0,40,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
28,6,0,0,35,Private,Never-married,Farming-fishing,White,Male,Mexico,<=50K
40,13,0,0,45,Private,Divorced,Protective-serv,White,Male,United-States,<=50K
29,10,0,0,60,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
33,10,0,0,60,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45,9,0,0,40,Local-gov,Widowed,Protective-serv,White,Male,United-States,>50K
39,10,0,0,40,Private,Separated,Machine-op-inspct,White,Male,United-States,<=50K
29,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
46,10,0,0,40,Private,Married-spouse-absent,Sales,White,Female,United-States,<=50K
35,9,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
20,10,0,0,50,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
37,15,0,0,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
32,9,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
72,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
19,7,0,0,40,Private,Never-married,Other-service,White,Male,United-States,<=50K
35,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
41,10,0,0,32,Private,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
20,9,0,0,35,Private,Never-married,Sales,White,Female,United-States,<=50K
30,9,0,0,45,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
68,10,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
63,10,7298,0,48,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
43,13,0,0,40,Federal-gov,Divorced,Exec-managerial,White,Male,United-States,>50K
57,16,0,0,40,Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Taiwan,>50K
23,10,0,0,35,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
40,9,0,0,40,Private,Separated,Exec-managerial,White,Female,Canada,<=50K
44,15,0,0,60,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
18,9,0,0,10,Private,Never-married,Priv-house-serv,White,Female,United-States,<=50K
25,9,0,0,40,Private,Married-civ-spouse,Transport-moving,Other,Male,United-States,<=50K
21,9,0,0,40,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
39,13,0,1887,60,Federal-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
19,9,0,0,40,Private,Never-married,Sales,White,Female,United-States,<=50K
34,12,0,0,28,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
46,11,0,0,35,?,Married-civ-spouse,?,Black,Female,United-States,>50K
21,10,0,0,25,Private,Never-married,Tech-support,White,Female,Ecuador,<=50K
50,9,0,0,84,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
57,6,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
63,7,2176,0,30,Private,Widowed,Sales,White,Female,United-States,<=50K
44,12,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
18,8,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
44,13,0,0,90,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
51,14,0,0,70,Local-gov,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
20,10,0,0,18,?,Never-married,?,White,Female,?,<=50K
50,16,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
40,9,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
37,10,0,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
51,9,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
58,13,7688,0,30,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
19,10,0,0,30,Private,Never-married,Other-service,White,Male,Mexico,<=50K
17,7,0,0,20,Private,Never-married,Other-service,White,Female,United-States,<=50K
43,14,0,0,35,Federal-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
27,10,0,0,30,?,Divorced,?,White,Male,United-States,<=50K
24,10,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
24,13,0,0,8,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
33,9,0,0,50,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
53,15,0,0,40,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
57,6,0,0,40,Private,Widowed,Other-service,White,Female,United-States,<=50K
32,9,0,1672,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
39,13,0,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,Italy,>50K
35,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
55,13,0,1579,35,Private,Married-civ-spouse,Exec-managerial,Other,Male,India,<=50K
26,10,0,0,65,Private,Never-married,Farming-fishing,White,Female,United-States,<=50K
48,13,0,0,60,Self-emp-inc,Divorced,Sales,White,Male,United-States,>50K
36,9,0,0,55,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
61,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
44,11,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
22,3,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,El-Salvador,<=50K
43,13,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
68,9,0,0,40,Local-gov,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
26,13,0,0,48,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
32,10,0,0,46,Private,Married-civ-spouse,Protective-serv,White,Male,Dominican-Republic,<=50K
19,10,0,0,20,Private,Never-married,Other-service,White,Female,United-States,<=50K
90,4,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
